IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
28386-5061;20120201;insucesso;;;;;;10;;;;;4;1;;;;1;;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;6;;;;2;1;;;1;1;;;;;1;;1;1;;;;;;;;;;;;;2;1;;;1;;;;;;;;;;;;;;;3;;;1;;1;;;;;;;;;1;;1;1;;;1;1;;1;1;;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58
28391-5489;20120202;insucesso;;;;;;3;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16
28835-4435;20120102;SUCESSO;3;2;1;1;;18;2;;;;7;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;1;;;1;1;1;;;;;3;;;;1;;1;1;;1;1;;;4;;;;3;;1;1;1;1;1;;;;;;;;;6;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;1;;;;;;;;;;;;;;;;;;;;;89
29011-4114;20120101;SUCESSO;3;;3;3;;71;2;;;2;2;;;6;2;5;;1;;1;;1;;;34;3;;10;2;1;;;8;8;2;;2;;;;;2;2;;;18;2;2;2;2;;1;;;4;;;;;10;3;2;18;8;;2;8;4;2;1;;;;3;;25;;;;16;4;7;2;1;;;6;6;3;2;1;;;;92;2;7;7;4;39;;4;20;8;3;1;1;;5;;8;5;;;29;22;;8;5;2;;37;6;3;10;4;;6;3;2;1;2;;3;;;3;4;2;;;6;2;3;1;1;;;;;2;;1;1;;;;716
29016-4114;20120101;insucesso;2;2;;;;31;;;;;3;;;2;;2;;1;;;;;;;6;;;2;;;;;;;;;;1;1;;;1;1;;;5;;;;1;;;;3;;1;1;1;;5;5;;7;;;;;;;;;7;3;;;10;5;;1;7;;;;;7;3;1;1;;;2;1;2;;35;;1;1;1;9;;1;3;3;1;1;;;;;;;;;4;3;;1;;;;11;1;;3;1;;1;;;;2;1;2;2;2;;;;;;;;;2;2;5;1;1;;6;;2;2;2;4;4;255
29016-5061;20120201;SUCESSO;2;;2;2;;50;9;;;1;8;4;;10;3;7;2;3;;;;;6;;6;;;;;;;;1;1;1;;2;;;;;3;3;2;2;14;1;1;1;6;;;;;;;;;;14;8;3;14;4;;1;1;1;;;;7;4;;;25;12;;1;12;3;;;;6;4;1;;;;12;;8;6;31;;1;;;6;;;2;1;;;;;;;;;;;1;1;;1;;;;1;1;1;1;1;;;;;;;;2;;;2;1;;;;3;1;1;2;1;;;;;2;;1;;;2;;367
29379-6895;20130201;insucesso;;;;;;25;2;;;;;;;;;;;;;;;;;;6;;;2;1;;;;1;1;1;;;1;;;;1;1;;;1;;;;;;;;1;;;;;1;1;1;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;1;;;;;16;;1;;;5;;;2;;;;;;;;;;;;3;3;1;1;1;;;3;1;1;1;1;1;1;;;;1;1;;;;;7;2;;;1;;;;;5;;;;1;;;;1;;;112
30492-4433;20120102;insucesso;1;1;;;;73;3;;;;6;1;;;;11;1;3;;;;;;;11;;2;4;2;1;;;3;3;2;;1;1;;;5;4;4;;;11;;;;2;;;;;;1;1;1;;1;;;12;2;;;3;;2;1;;1;;;;27;9;1;1;7;1;2;1;;1;;7;1;2;1;;;;;43;2;2;5;1;18;;2;5;2;1;;;;1;1;4;4;;2;13;11;1;4;4;1;;14;7;2;6;3;2;4;3;1;;3;3;1;1;1;;4;;;;3;1;2;2;2;43;28;17;;11;1;2;2;3;6;6;553
30492-5384;20120202;insucesso;2;1;;;;23;1;;;;2;;;;;1;;1;;1;;;;;4;;;1;;;;;;;;;;2;;;1;;;;;7;;;;1;;;;;;2;2;1;;;;;3;;;;2;;2;1;;;;;;3;;;;3;;2;2;;;;;;;;;;;;10;1;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;11;3;1;;5;;;;1;1;1;117
30492-6030;20130101;SUCESSO;2;;1;1;;31;1;;;;7;2;;;;6;1;2;;1;1;;1;;2;;;1;;;;;;;;;;2;;;;1;1;1;1;12;1;1;1;4;;;;;;;;;;;;;17;1;;;6;;2;1;;;;3;;15;1;;;9;;2;1;;;;;;1;1;1;;1;;13;1;;1;1;5;;;2;;;;;;1;;1;;;;1;;;;;;;;;;;;;;;;;;;2;1;;1;1;;;;;;;3;1;7;;;;6;2;;;;2;;199
30586-4434;20120102;SUCESSO;5;2;1;1;;31;1;;;;7;3;;2;1;1;;1;;;;;;;12;1;;6;2;2;1;;3;1;1;;;;;;;;;;;18;;;;6;;1;1;;1;1;1;1;;3;1;1;2;1;;;1;1;1;;;;;1;1;2;;;;2;;1;1;;;;;;;;;;;;45;;2;1;1;17;;1;7;5;3;1;1;;1;;1;1;1;;7;4;;3;2;1;;10;3;1;5;3;;3;2;2;1;3;;5;4;2;1;1;;;;;;;2;2;;;;;1;;1;1;;;;292
30588-4435;20120102;insucesso;1;;1;1;;13;;;;;1;;;;;1;;1;;;;;;;6;;;1;;;;;1;1;;;;;;;;;;;;2;1;1;1;;;;;;1;;;;;;;;3;2;;2;;;;;;;;;;3;;;;2;1;;;;;;;;;;;;;;11;;1;1;;1;1;;;;;;;;;;2;2;;;5;5;;;;;;11;1;;1;1;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;92
30588-5490;20120202;insucesso;1;1;;;;10;;;;;;;;;;;;;;;;;;;5;;;2;1;;;;1;1;;;;;;;;;;;;1;;;;1;;;;;;1;1;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;;;;;;19;;;1;;8;;;2;1;1;1;1;;;;;;;;1;1;1;;;;;3;1;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;74
30588-5799;20130101;insucesso;1;;1;1;;10;1;1;;1;;;;;;;;;;;;;;;5;;;1;;;;;3;3;2;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;2;;;;;;;;;;;1;1;1;;5;5;1;3;2;1;;9;1;1;5;1;1;3;1;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;87
30588-6590;20130201;insucesso;;;;;;3;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
30609-5061;20120201;insucesso;;;;;;5;1;;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;;;;1;;;1;1;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26
30639-5489;20120202;SUCESSO;2;2;;;;38;3;;;;7;1;;;;8;1;4;1;1;;;;;13;;;2;;;;;1;1;1;;;2;2;2;;;;;;10;;;;3;;;1;;1;2;2;2;;;;;14;3;;;6;2;4;1;1;;;2;;20;2;;;13;1;5;4;1;;;;;2;;;;;;24;;1;2;1;5;;1;1;;;;;;;;1;1;1;;3;3;;3;2;2;;3;1;1;3;1;;2;1;2;2;1;;2;2;2;;;;;;;;;3;3;;;;;3;;3;3;;;;283
30687-4433;20120102;SUCESSO;1;1;;;;50;3;;;;5;2;;3;3;;;;;;;;7;;17;;;7;2;2;;;2;1;;1;2;3;;;;3;3;1;1;14;;;;4;;2;1;;1;1;1;1;;7;1;6;13;2;;;3;;3;1;1;3;2;;;19;3;;2;10;2;3;3;1;3;1;2;2;1;2;10;;9;6;48;;1;;;16;;;4;3;;;;;1;;3;3;1;;8;6;;2;2;;;13;3;2;5;;;2;;;;2;;1;1;1;;5;2;;;2;1;;1;1;33;16;7;3;6;2;1;1;2;2;;479
30696-4435;20120102;SUCESSO;2;;2;;;19;1;;;;4;;;;;1;;;;;;;;;2;;;1;;;;;2;2;1;;;;;;;;;;;7;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;3;;;;1;;;;;;;;;;;;;;;8;;;1;1;3;;1;;;;;;;;;;;;;2;2;;1;;;;10;;;3;;;1;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;86
30703-5384;20120202;SUCESSO;2;2;;;;84;7;;;;8;;;1;1;13;;5;;;;4;1;;13;1;;5;3;;;;;;;;3;3;2;2;;;;4;4;21;;;;1;;1;3;;2;1;1;1;;2;;2;45;2;;;18;1;9;7;4;5;4;6;8;50;1;;;31;1;10;4;3;4;3;10;5;6;2;1;;1;1;52;1;2;7;2;24;;4;13;6;4;3;3;;1;;3;2;1;;9;4;;3;3;3;;18;;;4;;;4;;4;3;4;;2;2;2;;18;1;;;5;4;2;9;7;9;1;;;13;;7;7;;;;721
30705-5489;20120202;insucesso;2;;2;2;;26;1;;;1;2;;;;;;;;;;;;;;6;;;;;;;;;;;;;1;;;;;;;;3;2;2;2;1;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;1;;;;;;;;;1;;;;;;18;1;;;;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;4;;;;2;;;;1;;;93
30705-5799;20130101;SUCESSO;3;1;2;1;1;39;8;;;5;5;1;;;;2;;;;;;;;;16;1;;1;;;;;;;;1;2;;;;;;;;;9;1;1;1;2;;1;;;;;;;;1;;1;1;;;;;;;;;;;;;5;1;;;;;;;;;;1;;1;1;;;;;31;1;1;1;;7;;;2;2;2;1;1;;;;1;;;;2;;;;;;;;;;;;;;;;;;;3;1;1;1;4;1;;;2;2;1;1;1;;;;;1;;1;1;;;;189
30739-4434;20120102;SUCESSO;2;2;;;;51;;;;;2;;;2;1;4;1;2;1;1;;1;;;19;;;2;1;;;;3;3;;;;1;;;;2;2;3;3;10;;;;2;;;;;;2;2;2;;3;2;1;10;4;2;1;5;;1;;;2;2;;;15;5;;1;8;3;4;1;;1;1;2;;;;2;;2;2;66;;;2;1;12;;1;4;;;;;;1;;1;1;1;;13;12;;3;1;;;27;5;1;8;4;;4;3;3;1;4;;2;2;2;;1;;;;;;;2;2;20;7;5;3;7;1;;;3;2;;445
30745-5490;20120202;SUCESSO;2;;2;2;;111;2;;;1;5;2;;;;37;2;29;3;7;3;;;;25;;;8;2;1;1;;2;1;;1;;8;5;4;;12;11;10;10;9;1;1;1;2;;;;;;;;;;;;;60;12;1;3;9;1;3;1;;12;4;2;3;79;8;;2;46;8;8;3;1;7;3;2;1;3;;;;;;61;;1;7;2;22;;5;10;8;4;2;1;;;;1;1;1;;6;4;;2;1;;;20;2;;6;2;;2;1;;;;;2;;;2;5;;;;;;;10;10;3;2;;;13;3;9;8;;;;844
30777-4433;20120102;SUCESSO;2;;2;2;;33;2;;;;10;2;;;;3;;1;1;;;1;;;14;1;;7;2;2;;;2;2;1;;1;;;;;1;1;;;22;1;1;1;3;;1;3;;2;;;;;1;1;;6;2;;1;;;;;;1;1;1;;10;;;;6;2;;;;;;1;1;1;;;;;;35;1;3;2;1;15;;1;6;4;2;2;2;;1;;2;2;;;5;5;;2;1;1;;12;2;1;4;;;2;;1;1;1;;2;;;2;;;;;1;;;;;;;;;;;;;;;;284
30799-5384;20120202;SUCESSO;2;1;;;;74;4;;;1;12;4;;;;20;;18;11;7;4;;;;25;1;;12;1;;;;6;4;3;;;7;;;;4;4;2;2;19;;;;6;;1;;;1;1;1;;;;;;33;22;8;8;12;8;9;4;2;3;1;2;;39;4;;2;31;14;12;9;4;1;;2;1;2;;;;;;70;1;4;6;1;27;;5;6;2;2;1;;;2;;2;2;1;;16;14;;7;4;4;;30;3;3;9;3;;6;3;5;3;;;2;2;1;;;;;;;;;1;1;20;5;1;1;8;2;1;1;2;;;781
30807-5489;20120202;SUCESSO;2;1;1;1;1;54;1;;;1;5;;;;;8;;3;1;1;1;;;;20;3;;5;;;;;;;;1;5;1;1;1;;1;1;;;14;1;1;1;1;;;1;;2;;;;;;;;7;1;1;1;1;;1;1;;;;1;1;16;1;;;7;1;1;1;1;;;;;2;;;;;;64;5;4;5;2;9;;;1;;;;;;;;;;;;3;2;;;;;;16;;;;;;;;;;;;2;1;1;1;8;4;;;6;4;;3;2;;;;;5;;3;2;;;;339
30808-4435;20120102;SUCESSO;3;3;1;1;;44;2;;;;2;;;;;18;;16;;14;10;1;;;9;1;;3;2;1;1;;4;2;1;;;3;1;1;;1;1;2;2;11;;;;1;;1;;;2;2;2;2;;;;;43;2;;1;31;2;23;19;15;5;2;4;;38;2;;;31;;24;19;17;2;1;4;3;2;;1;;;;42;;3;6;3;13;;1;7;3;3;3;2;;1;;3;1;1;;8;3;;3;2;;;7;3;1;6;1;;4;1;2;2;2;;3;3;3;1;2;1;;;1;;1;8;8;1;;;;11;;6;6;1;;;655
30812-5490;20120202;SUCESSO;2;2;;;;44;1;;;;10;1;;;;;;;;;;;;;12;;;6;1;1;;;;;;;;;;;;;;;;17;;;;1;;;;;5;2;2;2;;;;;21;1;;1;5;;2;2;1;1;;2;5;19;2;;;13;1;3;2;2;;;;;3;;;;;;84;2;2;4;2;24;;2;11;3;1;;;;;;1;1;1;;3;2;;2;;;;2;;;2;;;;;;;;;2;2;2;;5;;;;;;;1;1;;;;;6;;1;1;;;;365
30813-5490;20120202;SUCESSO;3;2;1;1;;63;5;;;1;5;1;;5;2;9;1;6;1;2;1;1;;;27;1;;8;3;;;;1;1;;1;;3;1;1;;1;;1;1;15;1;1;1;5;;1;1;;3;;;;;6;2;2;21;3;1;1;6;1;1;;;5;4;;1;23;3;;1;17;2;5;1;;5;4;2;1;1;;1;;1;;71;2;3;4;2;18;;;5;1;1;1;1;;;;;;;;2;2;;;;;;3;1;;1;;;;;;;1;;3;2;2;1;4;2;;;1;;;3;3;4;2;1;1;7;2;2;2;1;2;;473
30834-4435;20120102;SUCESSO;2;1;1;1;;68;7;;;1;14;4;;;;28;2;22;;7;5;1;;;13;;;5;;;;;;;;;;;;;;1;1;8;8;25;1;1;1;10;;;2;;1;1;1;1;;1;1;;61;5;2;;16;2;10;2;1;10;6;5;1;47;5;;1;39;1;11;8;2;10;6;1;1;1;;;;;;41;3;1;1;1;16;;;3;1;;;;;;;1;1;;;4;4;;1;;;;11;1;1;1;;;;;;;;;2;1;1;1;1;;;;;;;3;3;;;;;3;;3;3;;1;;614
30904-4603;20120102;SUCESSO;3;2;1;1;;48;1;;;;4;2;;1;;3;;3;2;;;;;;18;1;;5;3;2;1;;3;2;1;;;1;1;1;;1;1;;;6;1;1;1;4;;2;;;;2;2;2;;2;2;1;12;5;1;1;;;;;;4;4;;;13;;;;11;4;;;;4;4;1;;;;;;;;35;;1;1;1;9;;;5;2;1;1;;;1;;1;1;;;8;6;;3;1;;;12;3;1;3;;;1;;;;1;;3;2;2;1;;;;;;;;2;2;;;;;2;1;2;2;;;;319
30926-4433;20120102;SUCESSO;2;1;1;1;;118;37;;;7;11;4;;8;2;7;2;3;;;;1;2;;29;;;14;8;6;5;;3;3;1;1;12;2;1;1;;;;1;1;23;1;1;1;8;;4;3;;;1;1;1;;14;5;4;20;1;1;;7;;6;4;3;10;6;;;23;3;;1;17;;7;6;4;8;3;8;8;1;3;4;;4;1;98;1;2;6;4;29;;2;11;6;5;4;2;;1;;2;2;1;;13;11;;4;3;1;;34;3;2;10;1;;4;1;1;1;3;;2;1;1;1;5;;;;13;1;8;6;5;;;;;7;;4;4;;2;;849
30940-4435;20120102;SUCESSO;2;;2;2;;104;6;;;1;7;3;;;;38;3;24;;7;4;5;;;14;1;;6;2;1;;;3;2;1;;;1;;;;8;8;10;8;18;2;2;2;7;;;1;;5;;;;;2;2;;78;9;1;;30;3;16;11;7;12;5;5;1;84;8;;1;63;2;20;10;8;8;2;14;9;3;2;9;;3;2;76;1;2;8;7;28;;5;9;4;1;1;1;;;;4;3;2;;17;15;;7;4;1;;24;4;3;8;1;;4;1;1;1;1;;3;;;2;5;2;;;1;;1;;;;;;;2;1;;;;;;1001
30965-4433;20120102;insucesso;;;;;;25;7;;;;3;1;;1;;4;;1;;;;;;;2;;;;;;;;1;1;;;;;;;;;;;;10;;;;2;1;;1;;;;;;;1;;;8;;;;5;;3;2;;1;1;1;;13;;;;7;;5;3;;1;;3;2;2;;;;;;24;;1;2;1;4;;1;1;;;;;;2;2;2;2;;;5;5;;1;1;1;;12;1;;3;1;;2;;2;1;;;;;;;;;;;;;;2;2;;;;;3;;2;2;;;;206
30968-4434;20120102;SUCESSO;2;1;1;1;;29;1;;;;4;;;;;3;;1;;;;1;;;8;;;3;1;;;;;;;;;;;;;2;2;;;11;1;1;1;2;;;2;;1;1;1;1;;3;2;1;4;;;;1;;1;1;;;;1;;10;1;;;4;;1;1;1;;;1;1;1;;1;;1;1;12;3;1;;;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;;;;;;;;;;;;146
30969-5799;20130101;insucesso;;;;;;14;1;;;;;;;;;;;;;;;;;;5;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;1;;;1;;;;;;;;;;;;3;3;;;;;;11;;;1;;;;;;;;;;;;;14;9;;;;;;;;;;;;;;;;;;;81
30982-4435;20120102;insucesso;1;;1;1;;32;10;;1;1;4;1;1;1;;5;;3;;1;;;;;8;;1;3;2;1;1;;;;;;;1;1;;;1;1;;;6;1;1;1;3;1;;1;;1;;;;;1;1;;8;2;;1;3;;1;;;1;;;;8;1;;1;8;2;3;1;;;;1;1;1;;;;;;19;;;3;2;4;;;2;1;1;;;;2;;4;1;;1;7;3;;1;1;;;3;;;1;;;1;;;;1;;1;;;1;;;;;;;;1;1;;;;;1;;1;1;;;;208
30985-4433;20120102;insucesso;1;;1;;;18;;;;;1;;;4;4;;;;;;;;2;1;2;;;1;;;;;;;;;;1;;;3;;;;;15;1;1;;;;;2;1;2;;;;;7;;7;3;;;;1;;;;;2;;1;;9;;;;3;;1;;;1;;1;1;1;;2;;1;;37;;1;3;1;8;1;3;2;;;;;;;;;;;;5;5;;1;1;1;;28;;;4;;;1;;1;;1;1;1;;;;;;;;;;;;;10;1;1;;10;;;;3;3;3;239
30988-4603;20120102;insucesso;2;1;1;1;;30;1;;;;;;;;;4;;;;;;;;;15;;1;7;4;1;1;;3;3;3;1;;1;1;;;;;;;4;1;1;1;2;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;6;1;1;;;;;;;;;;;4;1;;;;;32;1;1;3;;10;;1;6;1;1;;;;;;1;1;1;;6;6;2;6;4;3;1;8;4;1;8;3;1;5;1;4;2;;;2;1;1;1;2;;1;;;;;1;1;;;;;1;;1;1;;;;244
30993-4435;20120102;insucesso;1;1;;;;54;2;;;;4;;;;;22;1;18;;6;;;;;10;;;2;1;1;1;1;5;4;3;;;;;;;3;3;;;6;;;;;;;;;1;;;;;;;;32;2;;1;9;;4;1;;5;3;;1;40;4;1;;28;1;8;3;;5;3;;;;1;3;3;;;29;1;1;2;;9;1;1;3;1;1;1;1;;;;2;1;1;;10;7;1;5;;;;8;3;1;5;2;1;;;;;2;2;1;1;1;;1;;;;;;;;;;;;;;;;;;;;414
30996-4435;20120102;SUCESSO;2;;2;2;;33;;;;;6;;;;;6;;2;;;;2;;;7;;;2;;;;;;;;;;4;2;2;;1;1;;;14;;;;1;;;1;;;;;;;;;;13;;;;3;;1;1;;;;4;;15;1;;;9;;2;;;;;3;2;2;;;;;;37;;;2;1;14;;1;2;1;1;1;1;;1;;1;1;;;7;6;;4;2;;;10;2;1;4;1;;2;1;;;;;2;;;2;1;;;;1;;;4;3;13;6;;;9;1;4;3;;;;299
31031-5384;20120202;SUCESSO;3;1;2;2;;71;4;;;3;9;1;;;;10;;6;3;;;;;;29;;;13;7;4;1;;3;2;1;1;;1;;;;6;6;7;7;18;2;2;2;3;;;1;;1;1;1;1;;;;;27;7;2;1;5;1;;;;3;1;3;;29;2;;2;13;5;2;;;2;1;1;1;1;;;;;;59;1;1;1;;19;;;10;6;3;3;2;;3;;4;3;2;;11;10;;4;2;1;;13;5;2;6;4;;3;3;2;1;;;4;1;1;2;1;;;;;;;;;;;;;2;1;;;;;;540
31077-4434;20120102;SUCESSO;2;1;1;1;;64;3;;;1;11;;;;;6;;1;;;;2;;;18;;;5;4;1;;;2;1;1;;2;2;1;1;;;;;;17;1;1;1;1;;;5;;2;1;1;1;;;;;6;1;;1;4;;3;2;1;1;1;;;13;;;;6;1;4;3;2;;;3;3;4;;;;;;36;1;3;4;1;11;;1;8;5;4;3;2;;4;;7;7;1;;8;7;;2;;;;8;6;3;3;3;;;;;;;;2;1;1;1;1;;;;2;1;1;2;2;6;2;1;1;6;1;2;2;1;;;395
31136-5799;20130101;SUCESSO;2;1;1;;;73;2;;;;2;;;1;;19;1;6;2;;;1;;;25;3;;7;3;2;;;7;6;5;1;3;3;1;1;;;;1;1;8;1;1;;2;;1;;;1;1;1;1;;2;2;;12;5;1;;1;1;;;;4;1;;;35;5;;1;10;3;1;;;4;1;3;;7;;;;;;87;;5;4;;19;;1;8;4;;;;;1;;6;5;4;;12;11;;9;3;2;;25;5;4;21;5;;8;2;6;1;;;2;1;1;;3;1;;;4;2;4;12;8;7;3;1;1;10;;9;7;1;;;631
31155-4433;20120102;SUCESSO;3;3;;;;43;4;;;1;5;;;;;2;;1;;;;;;;10;;;;;;;;;;;;;;;;;;;;;20;;;;3;;2;;;1;2;2;2;;;;;4;1;;1;1;;;;;;;;;4;;;;3;1;;;;;;;;;;;;;;47;;3;1;1;10;;;4;4;2;2;;;;;1;;;;6;3;;1;;;;14;1;;4;1;;2;;1;1;1;;3;3;3;;;;;;;;;1;1;;;;;1;;1;1;;;;243
31158-5384;20120202;insucesso;1;1;;;;27;2;;;1;2;;;1;1;3;;1;;1;;;;;5;;1;;;;;;1;1;1;;;4;1;;;1;1;;;7;;;;;;;3;;5;1;1;1;;3;;3;9;;;;5;;3;3;;2;1;3;;10;1;1;;6;;4;2;;1;1;1;1;3;;3;1;1;1;32;1;2;6;1;8;;4;2;;;;;;1;1;2;2;1;1;6;6;2;5;2;2;2;7;3;;5;2;;2;1;2;2;2;1;1;1;1;;7;;;5;1;1;1;1;1;6;4;1;;8;1;1;1;2;;;304
31158-5799;20130101;SUCESSO;2;1;1;1;;16;;;;;3;;;;;1;;1;;;;;;;5;;;;;;;;1;1;1;;;1;;;;1;1;;;4;1;1;1;1;;;;;2;1;1;1;;;;;1;;;;;;;;;1;;;;2;1;;;1;;;;;1;;;;;;;;;;14;;;;;1;;;;;;;;;;;1;1;1;;1;1;;1;1;1;;3;1;1;1;1;;1;1;1;1;;;2;1;1;1;;;;;;;;;;2;1;1;1;1;;;;1;;;103
31165-4448;20120101;insucesso;2;1;1;1;;50;5;;3;2;11;2;1;;;2;;1;;;;;2;;16;;;7;1;;;;2;;;;;1;;;1;;;;;20;1;1;1;5;1;1;1;;;1;1;1;;1;;1;3;1;;;1;;;;;1;;;;5;;;;3;1;1;;;1;;2;1;3;;2;1;;;47;;5;2;;15;2;2;5;3;1;;;;2;1;4;3;2;;12;9;1;4;3;2;1;25;1;1;6;;;3;;2;1;1;1;2;1;1;1;1;1;;;;;;;;10;4;2;;3;;;;2;2;2;373
31170-5490;20120202;SUCESSO;4;2;2;2;;109;5;;;;9;6;;;;21;2;16;2;5;3;;;;23;2;;9;1;1;1;;7;5;1;;;8;2;2;;6;5;10;10;18;1;1;1;9;;2;;;2;1;1;1;;;;;42;15;1;3;8;1;4;1;1;8;4;;;58;10;;2;33;7;8;4;1;4;2;1;;1;;1;;;;78;3;4;9;4;29;;4;10;6;4;3;2;;;;;;;;12;8;;3;3;1;;20;5;2;8;3;;3;2;1;1;;;4;2;2;2;;;;;;;;4;4;11;4;2;;12;3;3;3;3;1;;826
31191-4434;20120102;SUCESSO;3;3;;;1;122;9;;;3;19;5;;;;21;;13;1;5;3;2;;;23;1;;12;8;7;4;;1;1;1;1;11;7;4;4;;;;;;34;;;;13;;1;4;;2;2;2;2;;;;;37;6;2;1;17;2;9;5;2;7;5;3;2;44;7;;2;29;4;13;7;4;1;;7;5;6;1;;;;;51;6;6;16;5;23;;8;13;10;6;5;4;;1;;5;3;1;;12;8;;3;2;1;;12;4;2;5;2;;4;2;1;;2;;3;3;3;;16;6;;;16;10;14;14;11;6;;;;15;1;12;10;;;;946
31210-5799;20130101;SUCESSO;3;1;1;1;;24;2;;;1;1;;;;;1;1;;;;;;;;8;;;3;2;1;1;;;;;;;;;;;;;;;5;1;1;1;1;;;1;;;1;1;;;;;;1;;;;;;;;;;;;;3;1;;1;1;;;;;;;;;;;;;;;48;;;2;1;11;;1;4;2;2;2;1;;;;1;1;;;8;8;;5;3;3;;22;2;1;16;2;;6;2;4;1;;;3;2;1;1;;;;;;;;;;;;;;;;;;;;;236
31219-5490;20120202;SUCESSO;3;2;1;1;;49;1;;;;4;;;1;;3;;2;;;;;;;18;1;;6;2;;;;9;9;;;1;;;;;;;;;12;1;1;1;1;;1;1;;2;1;1;1;;2;;1;6;;;;3;;1;1;1;1;1;4;;8;1;;;5;;2;1;1;1;1;;;;;;;;;57;2;2;1;;14;;;5;;;;;;1;;1;1;;;15;15;;2;;;;31;5;1;7;3;;3;2;2;1;3;;3;2;2;1;2;;;;3;1;2;;;;;;;;;;;;;;367
